Image,Title,Author,Format,Rating,Price,OldPrice,ISBN,Category
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1983/9780198301790.jpg,"Project X Origins: Purple Book Band, Oxford Level 8: Water: Don't Look Down",Tony Bradman,Paperback,0.0,6.09,9.3,0198301790,Science-Geography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2412/9780241283912.jpg,The Little Book of Hygge,Meik Wiking,Hardback,3.5,11.61,11.99,0241283912,Food-Drink
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3219/9780321934154.jpg,Presentation Zen Design,Garr Reynolds,Paperback,4.0,27.3,36.5,0321934154,Computing
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1992/9780199205592.jpg,The First World War: A Very Short Introduction,Michael Howard,Paperback,4.0,7.47,10.3,0199205592,History-Archaeology
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8573/9780857331014.jpg,Sherman Tank Manual,Pat Ware,Hardback,4.0,23.31,27.5,0857331014,Transport
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5923/9781592336388.jpg,"200 Low-Carb, High-Fat Recipes",Dana Carpender,Paperback,4.0,12.16,15.0,1592336388,Food-Drink
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6201/9781620100004.jpg,Scott Pilgrim Color: Precious Little Life Volume 1,Bryan Lee O'Malley,Hardback,4.0,21.38,27.5,1620100004,Graphic-Novels-Anime-Manga
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6167/9781616773342.jpg,Adult Piano Adventures,Nancy Faber,Paperback,4.5,17.74,21.0,1616773342,Entertainment
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4019/9781401944711.jpg,The Soul's Journey Lesson Cards,James Van Praagh,Cards,4.5,12.65,20.5,1401944711,Mind-Body-Spirit
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8027/9780802778994.jpg,Sciencia,Matt Tweed,Hardback,4.5,16.94,21.1,0802778994,Reference
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1188/9781118859919.jpg,MCSA Windows Server 2012 R2 Complete Study Guide,William Panek,Paperback,4.0,57.79,90.9,1118859919,Computing
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2413/9780241303559.jpg,The 4 Pillar Plan,Dr. Rangan Chatterjee,Paperback,4.5,18.77,21.1,0241303559,Medical
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4504/9781450470452.jpg,Faster Road Racing,Peter Pfitzinger,Paperback,4.5,17.12,19.1,1450470452,Sport
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8466/9781846682438.jpg,How Asia Works,Joe Studwell,Paperback,4.5,9.35,12.9,1846682438,Business-Finance-Law
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4522/9780452298255.jpg,Coloring for Grown-Ups,Ryan Hunter,Paperback,4.0,10.04,11.4,0452298255,Crafts-Hobbies
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7847/9781784758240.jpg,Trump: The Art of the Deal,Donald Trump,Paperback,3.5,10.49,12.9,1784758240,Biography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/6712/9789671250419.jpg,Music Theory for Young Children 2,Ying Ying Ng,Book,3.0,7.7,8.3,9671250419,Art-Photography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4053/9781405336840.jpg,The Essential First Year,Penelope Leach,Paperback,4.0,17.6,18.0,1405336840,Stationery
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1431/9780143121602.jpg,The Read-Aloud Handbook,Jim Trelease,Paperback,4.5,14.57,18.0,0143121602,Poetry-Drama
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0081/9780008111977.jpg,Easy Learning Spanish Conversation,Collins Dictionaries,Paperback,4.0,8.76,10.3,0008111977,Dictionaries-Languages
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2413/9780241304532.jpg,The History of Philosophy,A. C. Grayling,Hardback,4.5,27.02,31.5,0241304532,History-Archaeology
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3103/9780310348498.jpg,Emotionally Healthy Spirituality,Peter Scazzero,Paperback,4.5,10.02,13.9,0310348498,Religion
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9344/9781934490495.jpg,"Thanks for the Feedback, I Think?",Julia Cook,Paperback,4.0,9.15,13.0,1934490495,Teen-Young-Adult
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9253/9781925355956.jpg,The Case Against Fragrance,Kate Grenville,Paperback,4.0,12.58,16.0,1925355956,Technology-Engineering
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8499/9781849908528.jpg,Life on Air,Sir David Attenborough,Hardback,4.5,29.46,31.4,1849908528,Natural-History
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4708/9780470876411.jpg,Business Model Generation,Alexander Osterwalder,Paperback,4.0,21.67,29.9,0470876411,Business-Finance-Law
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5290/9781529014518.jpg,Exhalation,Ted Chiang,Paperback,4.5,12.39,17.0,1529014518,Science-Fiction-Fantasy-Horror
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8573/9780857338259.jpg,Williams Fw14B Manual,Steve Rendle,Hardback,4.5,24.84,27.0,0857338259,Transport
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4919/9781491912218.jpg,Spark - The Definitive Guide,Bill Chambers,Paperback,4.0,37.3,54.0,1491912218,Computing
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5525/9780552551441.jpg,A Hat Full of Sky,Terry Pratchett,Paperback,4.5,8.47,8.8,0552551441,Teen-Young-Adult
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5712/9780571227662.jpg,By the Bog of Cats,Marina Carr,Paperback,4.0,9.16,12.9,0571227662,Poetry-Drama
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8452/9781845294960.jpg,In God's Name,David A. Yallop,Paperback,4.0,11.16,12.4,1845294960,Biography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6124/9781612436463.jpg,Smart Mom's Guide to Essential Oils,Mariza Snyder,Paperback,4.5,10.99,12.99,1612436463,Mind-Body-Spirit
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4063/9781406379532.jpg,Thunderhead,Neal Shusterman,Paperback,4.5,9.02,10.3,1406379532,Childrens-Books
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7806/9781780670003.jpg,Copywriting,Mark Shaw,Paperback,4.0,19.98,24.0,1780670003,Dictionaries-Languages
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4729/9781472944580.jpg,Barry Sheene,Rick Broadbent,Hardback,3.0,24.16,24.2,1472944580,Transport
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7850/9781785041228.jpg,The End of Alzheimer's,Dale E. Bredesen,Paperback,4.5,15.49,18.0,1785041228,Medical
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6880/9780688044022.jpg,The Cake Bible,Rose Levy Beranbaum,Hardback,4.0,31.99,35.0,0688044022,Food-Drink
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8623/9781862308312.jpg,If I Stay,Gayle Forman,Paperback,4.0,8.36,10.3,1862308312,Teen-Young-Adult
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3937/9780393703276.jpg,The Body Remembers,Babette Rothschild,Hardback,4.5,28.58,32.6,0393703276,Medical
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/2500/9781250026903.jpg,The 13-Story Treehouse,Andy Griffiths,Hardback,4.0,12.91,13.9,1250026903,Teen-Young-Adult
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/2500/9781250018281.jpg,Artisan Bread in Five Minutes a Day,Jeff Hertzberg,Hardback,4.5,20.64,24.0,1250018281,Food-Drink
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1018/9781101873854.jpg,Word Power Made Easy,Norman Lewis,Paperback,4.5,8.1,8.8,1101873854,Dictionaries-Languages
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4864/9780486404882.jpg,A General History of the Pyrates,Daniel Defoe,Paperback,3.5,19.85,21.1,0486404882,Transport
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7841/9781784161804.jpg,The Lost Continent,Bill Bryson,Paperback,4.0,9.88,10.3,1784161804,Travel-Holiday-Guides
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8575/9780857502674.jpg,Personal,Lee Child,Paperback,4.0,8.24,8.3,0857502674,Crime-Thriller
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3745/9780374527075.jpg,A Small Place,Jamaica Kincaid,Paperback,4.0,10.44,13.0,0374527075,History-Archaeology
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9333/9781933390918.jpg,Box Set #6-1 Choose Your Own Adventure Books 1-6:,R A Montgomery,Paperback,4.0,23.68,32.5,1933390918,Childrens-Books
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0994/9780099461937.jpg,Sky Burial,Xinran,Paperback,4.0,9.24,11.4,0099461937,Travel-Holiday-Guides
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7445/9780744586893.jpg,Encyclopedia Prehistorica Sharks and Other Sea Monsters,Matthew Reinhart,Hardback,4.5,30.63,43.7,0744586893,Graphic-Novels-Anime-Manga
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9354/9781935429029.jpg,Akira Volume 2,Katsuhiro Otomo,Paperback,4.5,19.7,26.3,1935429029,Graphic-Novels-Anime-Manga
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8578/9781857883237.jpg,50 Self-Help Classics,Tom Butler-Bowdon,Paperback,4.0,12.89,16.0,1857883237,Reference
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4721/9781472103536.jpg,Legacy,James Kerr,Paperback,4.0,9.7,16.0,1472103536,Business-Finance-Law
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9352/9781935247012.jpg,Making a Good Script Great,Linda Seger,Paperback,4.0,13.4,18.0,1935247012,Dictionaries-Languages
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5930/9780593076835.jpg,Midnight in Chernobyl,Adam Higginbotham,Hardback,4.5,22.62,24.0,0593076835,Science-Geography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4088/9781408878729.jpg,Lost Connections,Johann Hari,Paperback,4.5,8.53,11.5,1408878729,Biography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4736/9781473631168.jpg,Eat Fat Get Thin,Dr. Mark Hyman,Paperback,4.5,7.72,13.9,1473631168,Health
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4052/9781405229258.jpg,Why the Whales Came,Michael Morpurgo,Paperback,4.0,5.91,8.8,1405229258,Teen-Young-Adult
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5570/9781557047656.jpg,What's Happening to My Body? Book for Boys,Lynda Madaras,Paperback,4.0,9.46,14.95,1557047656,Health
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751573381.jpg,The Postnatal Depletion Cure,Dr Oscar Serrallach,Paperback,3.5,11.56,18.0,0751573381,Medical
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4405/9781440543906.jpg,Psych 101,Paul Kleinman,Hardback,4.0,11.23,13.9,1440543906,Reference
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4088/9781408870365.jpg,Built,Roma Agrawal,Hardback,4.0,20.53,24.0,1408870365,Technology-Engineering
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0623/9780062347480.jpg,The Autoimmune Solution,Amy Myers,Paperback,4.0,10.11,13.9,0062347480,Medical
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6126/9781612620008.jpg,Sailor Moon 4,Naoko Takeuchi,Paperback,4.5,9.6,12.9,1612620008,Graphic-Novels-Anime-Manga
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7356/9780735667457.jpg,CLR via C#,Jeffrey Richter,Paperback,4.5,43.56,53.5,0735667457,Computing
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5921/9781592173754.jpg,Quick & Easy Quilts for Kids,Connie Ewbank,Paperback,4.5,8.75,10.3,1592173754,Crafts-Hobbies
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7825/9781782501138.jpg,"Biodynamic, Organic and Natural Winemaking",Britt Karlsson,Paperback,4.0,20.32,21.1,1782501138,Technology-Engineering
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4463/9781446304785.jpg,Edward's Menagerie,Kerry Lord,Paperback,4.5,15.33,20.1,1446304785,Crafts-Hobbies
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7870/9781787014589.jpg,Lonely Planet Canada Planning Map,Lonely Planet,Sheet map,0.0,5.17,6.2,1787014589,Reference
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1413/9780141365374.jpg,Charlie and the Chocolate Factory,Roald Dahl,Paperback,4.0,7.05,7.8,0141365374,Childrens-Books
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3072/9780307264879.jpg,We Tell Ourselves Stories in Order to Live,Joan Didion,Hardback,4.5,26.32,30.95,0307264879,Dictionaries-Languages
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5903/9781590308196.jpg,Playful Learning,Mariah Bruehl,Paperback,4.0,16.73,22.0,1590308196,Medical
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5538/9780553817324.jpg,C'est La Folie,Michael Wright,Paperback,4.0,10.5,11.4,0553817324,Natural-History
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/2921/9781292191638.jpg,The Rules of People,Richard Templar,Paperback,3.5,10.21,13.9,1292191638,Teaching-Resources-Education
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4059/9781405940719.jpg,A Cornish Summer,Catherine Alliott,Paperback,4.0,9.27,10.3,1405940719,Travel-Holiday-Guides
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4197/9781419722158.jpg,"Capture Your Style:Transform Your Instagram Photos, Showcase Your",Aimee Song,Paperback,3.5,14.38,19.1,1419722158,Art-Photography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1194/9781119442608.jpg,The Maudsley Prescribing Guidelines in Psychiatry,David M. Taylor,Paperback,4.5,62.12,64.4,1119442608,Medical
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8452/9781845295233.jpg,A Brief History of the Normans,Francois Neveux,Paperback,3.5,5.08,11.4,1845295233,History-Archaeology
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7865/9781786571939.jpg,Lonely Planet's Where To Go When,Lonely Planet,Hardback,4.5,19.14,24.0,1786571939,Reference
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5715/9780571533022.jpg,Improve your sight-reading! Piano Grade 2,Paul Harris,Paperback,4.5,8.31,8.8,0571533022,Art-Photography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5711/9781571109743.jpg,The Daily 5,Gail Boushey,Paperback,4.5,25.87,34.5,1571109743,Society-Social-Sciences
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4514/9780451450524.jpg,The Last Unicorn,Peter S Beagle,Paperback,4.0,13.05,16.0,0451450524,Science-Fiction-Fantasy-Horror
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7859/9781785943706.jpg,Made In Scotland,Billy Connolly,Hardback,4.0,22.71,24.0,1785943706,Biography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4919/9781491901632.jpg,Hadoop - The Definitive Guide 4e,Tom White,Paperback,4.0,33.85,54.0,1491901632,Computing
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6010/9781601063380.jpg,Knock Knock WTF Nifty Note,Knock Knock,Hardback,0.0,4.01,4.5,1601063380,Stationery
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4019/9781401945930.jpg,Native Spirit Oracle Cards,Denise Linn,Cards,5.0,12.23,17.0,1401945930,Mind-Body-Spirit
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2978/9780297870470.jpg,The Hairy Dieters Eat for Life,Hairy Bikers,Paperback,4.0,13.76,18.0,0297870470,Food-Drink
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0994/9780099458371.jpg,Haunted,Chuck Palahniuk,Paperback,3.5,10.15,10.3,0099458371,Science-Fiction-Fantasy-Horror
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141047157.jpg,The Penguin Dictionary of Literary Terms and Literary Theory,J. A. Cuddon,Paperback,4.0,16.54,18.0,0141047157,Dictionaries-Languages
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4862/9780486255064.jpg,Oil Painting Techniques and Materials,Harold Speed,Paperback,4.0,12.07,15.0,0486255064,Crafts-Hobbies
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5866/9781586638535.jpg,King Lear (No Fear Shakespeare),Sparknotes,Paperback,4.0,6.79,7.8,1586638535,Poetry-Drama
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0071/9780007179961.jpg,Papillon,Henri Charriere,Paperback,4.0,8.61,12.9,0007179961,Biography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4521/9781452128269.jpg,Art Inc.,Lisa Congdon,Paperback,4.0,11.4,15.0,1452128269,Art-Photography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4919/9781491960608.jpg,Product Leadership,Richard Banfield,Paperback,3.5,21.77,36.0,1491960608,Computing
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7195/9780719598005.jpg,Along the Enchanted Way,William Blacker,Paperback,4.0,14.12,16.0,0719598005,Travel-Holiday-Guides
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5931/9781593157241.jpg,The Compound Effect,Darren Hardy,Paperback,4.5,12.23,12.99,1593157241,Business-Finance-Law
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0081/9780008156312.jpg,Time Travelling with a Hamster,Ross Welford,Paperback,4.0,7.54,8.8,0008156312,Teen-Young-Adult
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0627/9780062748201.jpg,Barracoon,Zora Neale Hurston,Hardback,4.0,20.42,24.2,0062748201,Transport
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7611/9780761180517.jpg,Ocean,Dan Kainen,Hardback,4.5,20.88,23.95,0761180517,Science-Geography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4721/9781472109798.jpg,We're Going On A Bar Hunt,Emlyn Rees,Hardback,4.0,9.32,12.4,1472109798,Humour
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751546200.jpg,National Service,Colin Shindler,Paperback,3.5,5.06,11.4,0751546200,Technology-Engineering
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4088/9781408890325.jpg,A Court of Frost and Starlight,Sarah J. Maas,Paperback,4.0,7.56,10.5,1408890325,Childrens-Books
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4521/9781452125589.jpg,Hand-Lettering Ledger,Mary Kate Mcdevitt,Calendar,4.0,13.17,15.0,1452125589,Art-Photography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4016/9781401604738.jpg,How to Be a Gentleman Revised and Expanded,John Bridges,Hardback,3.5,11.82,13.9,1401604738,Home-Garden
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8459/9781845962500.jpg,Under and Alone,William Queen,Paperback,4.0,9.86,11.4,1845962500,Transport
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1401/9780140100181.jpg,The Basketball Diaries,Jim Carroll,Paperback,4.0,12.72,15.0,0140100181,Biography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7873/9781787330726.jpg,Warlight,Michael Ondaatje,Paperback,3.5,14.91,18.0,1787330726,Romance
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3077/9780307741202.jpg,The Wisdom of Insecurity,Alan W Watts,Paperback,4.0,11.63,13.99,0307741202,Mind-Body-Spirit
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6167/9781616772109.jpg,Accelerated Piano Adventures for the Older Beginner - Lesson Book 2,Nancy Faber,Paperback,4.5,10.85,11.0,1616772109,Entertainment
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1419/9780141984957.jpg,Confabulations,John Berger,Paperback,4.0,8.3,10.3,0141984957,Dictionaries-Languages
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6797/9780679721130.jpg,Rules For Radicals,Saul David Alinsky,Paperback,4.0,10.4,15.0,0679721130,Society-Social-Sciences
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7528/9780752866338.jpg,Asterix: Asterix and the Roman Agent,Rene Goscinny,Paperback,4.0,6.6,10.3,0752866338,Graphic-Novels-Anime-Manga
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7866/9781786691873.jpg,Motherfocloir,Darach O'Seaghdha,Paperback,4.0,8.04,10.3,1786691873,Dictionaries-Languages
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5098/9781509827695.jpg,On the Origin of Species,Charles Darwin,Hardback,4.0,9.9,12.9,1509827695,Science-Geography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6233/9781623367008.jpg,Optimum Healing,Tom O'Bryan,Hardback,4.0,21.18,27.0,1623367008,Mind-Body-Spirit
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3995/9780399594939.jpg,So Much I Want to Tell You,Anna Akana,Paperback,4.0,10.65,15.0,0399594939,Biography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1984/9780198482116.jpg,Oxford Reading Tree: Level 4: Stories: The Secret Room,Roderick Hunt,Paperback,3.5,4.65,6.7,0198482116,Dictionaries-Languages
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4516/9781451673319.jpg,Fahrenheit 451,Ray Bradbury,Paperback,4.0,12.29,16.0,1451673319,Science-Fiction-Fantasy-Horror
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7806/9781780678283.jpg,No Patterns Needed:DIY Couture from Simple Shapes,Rosie Martin,Paperback,3.5,15.19,24.0,1780678283,Home-Garden
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4405/9781440592119.jpg,Tiny Houses Built with Recycled Materials,Ryan Mitchell,Paperback,4.0,17.57,21.5,1440592119,Technology-Engineering
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0995/9780099560234.jpg,May I Have Your Attention Please?,James Corden,Paperback,4.0,10.35,11.4,0099560234,Humour
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0994/9780099493563.jpg,Lois on the Loose,Lois Pryce,Paperback,4.0,12.07,13.9,0099493563,Transport
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5454/9780545481878.jpg,Thea Stilton: #14 Thea Stilton and the Dancing Shadows,Thea Stilton,Paperback,4.5,8.02,9.3,0545481878,Teen-Young-Adult
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7063/9780706377453.jpg,Time to Think,Nancy Kline,Paperback,4.5,13.12,16.0,0706377453,Business-Finance-Law
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0607/9780060780944.jpg,Making Comics,Scott McCloud,Paperback,4.5,16.05,21.1,0060780944,Art-Photography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4197/9781419705847.jpg,The Third Wheel,Jeff Kinney,Hardback,4.0,12.74,13.0,1419705847,Teen-Young-Adult
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8230/9780823000838.jpg,Stan Lee's How To Draw Comics,Stan Lee,Paperback,4.0,18.37,24.0,0823000838,Crafts-Hobbies
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4711/9781471144035.jpg,Dork Diaries: Pop Star,Rachel Renee Russell,Paperback,4.5,7.06,8.8,1471144035,Poetry-Drama
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5067/9781506701103.jpg,The Art Of Metal Gear Solid V,Konami,Hardback,4.5,32.34,40.1,1506701103,Computing
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4095/9781409597704.jpg,Jungle Sounds,Sam Taplin,Board book,4.5,11.93,16.0,1409597704,Childrens-Books
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3123/9780312346577.jpg,Zac Power #3: Mind Games,H I Larry,Paperback,4.0,5.96,7.0,0312346577,Teen-Young-Adult
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5712/9780571259311.jpg,Ariel,Sylvia Plath,Hardback,4.0,10.42,13.9,0571259311,Biography
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3490/9780349011547.jpg,"In Conclusion, Don't Worry About It",Lauren Graham,Hardback,3.5,8.44,12.9,0349011547,Humour
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7847/9781784725679.jpg,The Vintage Tea Party Book,Angel Adoree,Hardback,5.0,23.3,31.4,1784725679,Home-Garden
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751549966.jpg,The Longest Ride,Nicholas Sparks,Paperback,4.0,8.42,11.4,0751549966,Romance
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421591698.jpg,"JoJo's Bizarre Adventure: Part 3--Stardust Crusaders, Vol. 3",Hirohiko Araki,Hardback,4.5,13.25,16.0,1421591698,Graphic-Novels-Anime-Manga
